"person","gender","age","season","weekend","weight","exp.dermal","exp.inhal","exp.ingest","exp.diet","exp.nondiet","exp.drain","dose.inhal.ug","dose.intake.ug","dose.intake.mgkg","abs.dermal.ug","abs.inhal.ug","abs.ingest.ug","abs.tot.ug","abs.tot.mgkg","urine.tot.ug","exp.window","conc.inhal.max.prod.aer","conc.inhal.max.prod.vap","exp.inhal.indir","abs.hm.ug"
"12","M","53","P","0","85.268","4.345675","0.085087","0.96668","0","5e-06","0.008143","2.573779","3.541433","4.1533e-05","0.000627","0.411805","0.939007","1.351439","1.5849e-05","0.464074","5.248504","0","20.224215","3e-05","0.939002"
"13","F","17","P","0","56.01","0.089573","0.000118","0.016544","0","2.3e-05","0","0.000807","0.017372","3.1e-07","1.2e-05","0.000129","0.01607","0.016211","2.89e-07","0.011119","16.653013","0","0","0.000118","0.016048"
"14","M","21","S","1","76.681","10.595463","1.754864","3.21128","0","4.8e-05","0.019651","38.387962","41.602016","0.000542534","0.001357","6.142074","3.11935","9.262781","0.000120796","5.385977","69.488238","0","48.8066","9.3e-05","3.119303"
"15","F","46","P","0","59.722","0.677376","0.052293","0.206972","0","2e-06","0.001258","0.402302","0.609459","1.0205e-05","8.4e-05","0.064368","0.201047","0.265499","4.446e-06","0.17782","23.770619","0","3.124444","0.000123","0.201045"
"16","F","50","P","0","60.216","10.259501","0.264633","2.753023","0","8.4e-05","0.018535","2.925451","5.680049","9.4328e-05","0.001062","0.468072","2.674212","3.143346","5.2201e-05","1.02645","121.815774","0","46.035534","0.001125","2.67413"
"17","F","25","W","0","82.394","0.411676","0.009255","0.081092","0","2e-06","0.000756","0.122837","0.203987","2.476e-06","2.6e-05","0.019654","0.078771","0.098451","1.195e-06","0.037703","14.162834","0","1.876453","8.3e-05","0.078769"
"18","F","43","W","1","52.602","5.406825","0.266913","1.198789","0","4.7e-05","0.009523","3.864185","5.06397","9.627e-05","0.000599","0.61827","1.164471","1.78334","3.3903e-05","1.187379","71.62656","0","23.65231","0.000311","1.164425"
"19","M","51","W","1","89.254","6.047305","0.036564","1.471628","0","0.000118","0.010803","0.387316","1.86006","2.084e-05","0.000446","0.061971","1.429499","1.491916","1.6715e-05","0.54103","31.376936","0","26.831427","0.000291","1.429385"
"20","M","14","W","0","59.384","1.50701","0.040224","0.512417","0","7.8e-05","0.002244","0.397105","0.909672","1.5319e-05","6.7e-05","0.063537","0.497748","0.561352","9.453e-06","0.306083","77.610721","0","5.572374","0.000478","0.497672"
"21","M","20","F","1","67.018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47.996944","0","0","0","0"
"22","F","27","W","0","74.708","1.789959","0.049645","0.518559","0","4.3e-05","0.002735","0.757619","1.27641","1.7085e-05","0.000133","0.121219","0.503714","0.625065","8.367e-06","0.396353","60.84771","0","6.79284","0.000925","0.503672"
"23","F","47","S","0","74.102","0.951756","0.047694","0.322718","0","5e-06","0.001748","0.532667","0.855621","1.1547e-05","7.9e-05","0.085227","0.313479","0.398785","5.382e-06","0.254105","23.75594","0","4.34235","4.1e-05","0.313474"
"24","F","20","S","0","68.894","0.701206","0.005919","0.180904","0","6e-06","0.001268","0.055614","0.236743","3.436e-06","8.5e-05","0.008898","0.175725","0.184708","2.681e-06","0.11376","24.673527","0","3.148653","6.2e-05","0.175719"
