"","source.type","pucid","form","variable","dtxsid","product.id","pr.chem","dist.type","par1","par2","par3","par4","l.trunc","u.trunc","resamp"
"1","product","AC.0100.010","liquid","f.chemical","DTXSID00107801",1,1,"uniform",0.15,0.4,NA,NA,NA,NA,NA
"2","product","AC.0100.010","liquid","f.chemical","DTXSID00107801",2,1,"uniform",0.15,0.4,NA,NA,NA,NA,NA
"3","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",1,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"4","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"5","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",3,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"6","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",4,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"7","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",5,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"8","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",6,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"9","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",7,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"10","product","AC.0100.010","liquid","f.chemical","DTXSID0021206",8,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"11","product","AC.0100.010","liquid","f.chemical","DTXSID0025941",1,1,"uniform",0.08,0.17,NA,NA,NA,NA,NA
"12","product","AC.0100.010","liquid","f.chemical","DTXSID0025941",2,1,"uniform",0.08,0.17,NA,NA,NA,NA,NA
"13","product","AC.0100.010","liquid","f.chemical","DTXSID0025941",3,1,"uniform",0.08,0.17,NA,NA,NA,NA,NA
"14","product","AC.0100.010","liquid","f.chemical","DTXSID0025941",4,1,"uniform",0.08,0.17,NA,NA,NA,NA,NA
"15","product","AC.0100.010","liquid","f.chemical","DTXSID0026838",1,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"16","product","AC.0100.010","liquid","f.chemical","DTXSID0027983",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"17","product","AC.0100.010","liquid","f.chemical","DTXSID0028115",1,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"18","product","AC.0100.010","liquid","f.chemical","DTXSID0028115",2,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"19","product","AC.0100.010","liquid","f.chemical","DTXSID0028115",3,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"20","product","AC.0100.010","liquid","f.chemical","DTXSID0028115",4,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"21","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"22","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"23","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",3,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"24","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",4,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"25","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",5,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"26","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",6,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"27","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",7,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"28","product","AC.0100.010","liquid","f.chemical","DTXSID0029632",8,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"29","product","AC.0100.010","liquid","f.chemical","DTXSID0049608",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"30","product","AC.0100.010","liquid","f.chemical","DTXSID0049789",1,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"31","product","AC.0100.010","liquid","f.chemical","DTXSID0049789",2,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"32","product","AC.0100.010","liquid","f.chemical","DTXSID0093972",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"33","product","AC.0100.010","liquid","f.chemical","DTXSID0093972",2,1,"uniform",0.04,0.15,NA,NA,NA,NA,NA
"34","product","AC.0100.010","liquid","f.chemical","DTXSID0093972",3,1,"uniform",0.04,0.15,NA,NA,NA,NA,NA
"35","product","AC.0100.010","liquid","f.chemical","DTXSID0093972",4,1,"uniform",0.04,0.15,NA,NA,NA,NA,NA
"36","product","AC.0100.010","liquid","f.chemical","DTXSID0093972",5,1,"uniform",0.04,0.15,NA,NA,NA,NA,NA
"37","product","AC.0100.010","liquid","f.chemical","DTXSID1021455",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"38","product","AC.0100.010","liquid","f.chemical","DTXSID1022001",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"39","product","AC.0100.010","liquid","f.chemical","DTXSID1022001",2,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"40","product","AC.0100.010","liquid","f.chemical","DTXSID1022001",3,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"41","product","AC.0100.010","liquid","f.chemical","DTXSID1023233",1,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"42","product","AC.0100.010","liquid","f.chemical","DTXSID1023233",2,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"43","product","AC.0100.010","liquid","f.chemical","DTXSID1049643",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"44","product","AC.0100.010","liquid","f.chemical","DTXSID1049643",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"45","product","AC.0100.010","liquid","f.chemical","DTXSID201009586",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"46","product","AC.0100.010","liquid","f.chemical","DTXSID2020189",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"47","product","AC.0100.010","liquid","f.chemical","DTXSID2020189",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"48","product","AC.0100.010","liquid","f.chemical","DTXSID2020555",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"49","product","AC.0100.010","liquid","f.chemical","DTXSID2021288",1,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"50","product","AC.0100.010","liquid","f.chemical","DTXSID2021446",1,1,"point",1,0,NA,NA,NA,NA,NA
"51","product","AC.0100.010","liquid","f.chemical","DTXSID2021941",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"52","product","AC.0100.010","liquid","f.chemical","DTXSID2025505",1,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"53","product","AC.0100.010","liquid","f.chemical","DTXSID2025505",2,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"54","product","AC.0100.010","liquid","f.chemical","DTXSID2025507",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"55","product","AC.0100.010","liquid","f.chemical","DTXSID2025507",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"56","product","AC.0100.010","liquid","f.chemical","DTXSID2025507",3,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"57","product","AC.0100.010","liquid","f.chemical","DTXSID2025507",4,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"58","product","AC.0100.010","liquid","f.chemical","DTXSID2025507",5,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"59","product","AC.0100.010","liquid","f.chemical","DTXSID2025507",6,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"60","product","AC.0100.010","liquid","f.chemical","DTXSID2026789",1,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"61","product","AC.0100.010","liquid","f.chemical","DTXSID2026789",2,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"62","product","AC.0100.010","liquid","f.chemical","DTXSID2027967",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"63","product","AC.0100.010","liquid","f.chemical","DTXSID2027967",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"64","product","AC.0100.010","liquid","f.chemical","DTXSID2027967",3,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"65","product","AC.0100.010","liquid","f.chemical","DTXSID2049713",1,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"66","product","AC.0100.010","liquid","f.chemical","DTXSID2049713",2,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"67","product","AC.0100.010","liquid","f.chemical","DTXSID2052655",1,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"68","product","AC.0100.010","liquid","f.chemical","DTXSID2095231",1,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"69","product","AC.0100.010","liquid","f.chemical","DTXSID2095231",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"70","product","AC.0100.010","liquid","f.chemical","DTXSID2095231",3,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"71","product","AC.0100.010","liquid","f.chemical","DTXSID3020209",1,1,"uniform",0,0.06,NA,NA,NA,NA,NA
"72","product","AC.0100.010","liquid","f.chemical","DTXSID3020209",2,1,"uniform",0,0.06,NA,NA,NA,NA,NA
"73","product","AC.0100.010","liquid","f.chemical","DTXSID3020209",3,1,"uniform",0,0.06,NA,NA,NA,NA,NA
"74","product","AC.0100.010","liquid","f.chemical","DTXSID3020209",4,1,"uniform",0,0.06,NA,NA,NA,NA,NA
"75","product","AC.0100.010","liquid","f.chemical","DTXSID3020596",1,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"76","product","AC.0100.010","liquid","f.chemical","DTXSID3020596",2,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"77","product","AC.0100.010","liquid","f.chemical","DTXSID3020596",3,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"78","product","AC.0100.010","liquid","f.chemical","DTXSID3020596",4,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"79","product","AC.0100.010","liquid","f.chemical","DTXSID3020596",5,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"80","product","AC.0100.010","liquid","f.chemical","DTXSID3020596",6,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"81","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",1,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"82","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",2,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"83","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",3,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"84","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",4,1,"uniform",0.15,0.4,NA,NA,NA,NA,NA
"85","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",5,1,"uniform",0.15,0.4,NA,NA,NA,NA,NA
"86","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",6,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"87","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",7,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"88","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",8,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"89","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",9,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"90","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",10,1,"uniform",0.07,0.15,NA,NA,NA,NA,NA
"91","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",11,1,"uniform",0.07,0.15,NA,NA,NA,NA,NA
"92","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",12,1,"uniform",0.07,0.15,NA,NA,NA,NA,NA
"93","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",13,1,"uniform",0.07,0.15,NA,NA,NA,NA,NA
"94","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",14,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"95","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",15,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"96","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",16,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"97","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",17,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"98","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",18,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"99","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",19,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"100","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",20,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"101","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",21,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"102","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",22,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"103","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",23,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"104","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",24,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"105","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",25,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"106","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",26,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"107","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",27,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"108","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",28,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"109","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",29,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"110","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",30,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"111","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",31,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"112","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",32,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"113","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",33,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"114","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",34,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"115","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",35,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"116","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",36,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"117","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",37,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"118","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",38,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"119","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",39,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"120","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",40,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"121","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",41,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"122","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",42,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"123","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",43,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"124","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",44,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"125","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",45,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"126","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",46,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"127","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",47,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"128","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",48,1,"uniform",0.03,0.04,NA,NA,NA,NA,NA
"129","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",49,1,"uniform",0.01,0.02,NA,NA,NA,NA,NA
"130","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",50,1,"uniform",0.01,0.02,NA,NA,NA,NA,NA
"131","product","AC.0100.010","liquid","f.chemical","DTXSID3021352",51,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"132","product","AC.0100.010","liquid","f.chemical","DTXSID3021982",1,1,"uniform",0.09,0.1,NA,NA,NA,NA,NA
"133","product","AC.0100.010","liquid","f.chemical","DTXSID3032040",1,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"134","product","AC.0100.010","liquid","f.chemical","DTXSID3032040",2,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"135","product","AC.0100.010","liquid","f.chemical","DTXSID3032040",3,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"136","product","AC.0100.010","liquid","f.chemical","DTXSID3032040",4,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"137","product","AC.0100.010","liquid","f.chemical","DTXSID3032040",5,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"138","product","AC.0100.010","liquid","f.chemical","DTXSID3032040",6,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"139","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"140","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"141","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",3,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"142","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",4,1,"uniform",0.15,0.4,NA,NA,NA,NA,NA
"143","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",5,1,"uniform",0.15,0.4,NA,NA,NA,NA,NA
"144","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",6,1,"uniform",0.3,0.6,NA,NA,NA,NA,NA
"145","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",7,1,"uniform",0.3,0.6,NA,NA,NA,NA,NA
"146","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",8,1,"uniform",0.3,0.6,NA,NA,NA,NA,NA
"147","product","AC.0100.010","liquid","f.chemical","DTXSID3034743",9,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"148","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",1,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"149","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",2,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"150","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",3,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"151","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",4,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"152","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",5,1,"uniform",0.08,0.15,NA,NA,NA,NA,NA
"153","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",6,1,"uniform",0.08,0.15,NA,NA,NA,NA,NA
"154","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",7,1,"uniform",0.08,0.15,NA,NA,NA,NA,NA
"155","product","AC.0100.010","liquid","f.chemical","DTXSID3036238",8,1,"uniform",0.08,0.15,NA,NA,NA,NA,NA
"156","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",1,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"157","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",2,1,"uniform",0.1,0.3,NA,NA,NA,NA,NA
"158","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",3,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"159","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",4,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"160","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",5,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"161","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",6,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"162","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",7,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"163","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",8,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"164","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",9,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"165","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",10,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"166","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",11,1,"uniform",0.03,0.07,NA,NA,NA,NA,NA
"167","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",12,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"168","product","AC.0100.010","liquid","f.chemical","DTXSID3049671",13,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"169","product","AC.0100.010","liquid","f.chemical","DTXSID4020749",1,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"170","product","AC.0100.010","liquid","f.chemical","DTXSID4020749",2,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"171","product","AC.0100.010","liquid","f.chemical","DTXSID4020749",3,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"172","product","AC.0100.010","liquid","f.chemical","DTXSID4020749",4,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"173","product","AC.0100.010","liquid","f.chemical","DTXSID4021557",1,1,"point",1,0,NA,NA,NA,NA,NA
"174","product","AC.0100.010","liquid","f.chemical","DTXSID4022527",1,1,"uniform",0.001,0.01,NA,NA,NA,NA,NA
"175","product","AC.0100.010","liquid","f.chemical","DTXSID4022527",2,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"176","product","AC.0100.010","liquid","f.chemical","DTXSID4022527",3,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"177","product","AC.0100.010","liquid","f.chemical","DTXSID4022527",4,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"178","product","AC.0100.010","liquid","f.chemical","DTXSID4022527",5,1,"uniform",0,0.04,NA,NA,NA,NA,NA
"179","product","AC.0100.010","liquid","f.chemical","DTXSID4022529",1,1,"uniform",0.001,0.01,NA,NA,NA,NA,NA
"180","product","AC.0100.010","liquid","f.chemical","DTXSID4022529",2,1,"uniform",0,0.1,NA,NA,NA,NA,NA
"181","product","AC.0100.010","liquid","f.chemical","DTXSID4022529",3,1,"uniform",0,0.1,NA,NA,NA,NA,NA
"182","product","AC.0100.010","liquid","f.chemical","DTXSID4022529",4,1,"uniform",0,0.17,NA,NA,NA,NA,NA
"183","product","AC.0100.010","liquid","f.chemical","DTXSID4022529",5,1,"uniform",0,0.17,NA,NA,NA,NA,NA
"184","product","AC.0100.010","liquid","f.chemical","DTXSID4022529",6,1,"uniform",0,0.17,NA,NA,NA,NA,NA
"185","product","AC.0100.010","liquid","f.chemical","DTXSID4022529",7,1,"uniform",0,0.17,NA,NA,NA,NA,NA
"186","product","AC.0100.010","liquid","f.chemical","DTXSID4027991",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"187","product","AC.0100.010","liquid","f.chemical","DTXSID4028252",1,1,"uniform",0.01,0.02,NA,NA,NA,NA,NA
"188","product","AC.0100.010","liquid","f.chemical","DTXSID4028252",2,1,"uniform",0.01,0.02,NA,NA,NA,NA,NA
"189","product","AC.0100.010","liquid","f.chemical","DTXSID4028252",3,1,"uniform",0.01,0.02,NA,NA,NA,NA,NA
"190","product","AC.0100.010","liquid","f.chemical","DTXSID4028252",4,1,"uniform",0.01,0.02,NA,NA,NA,NA,NA
"191","product","AC.0100.010","liquid","f.chemical","DTXSID4028252",5,1,"uniform",0.01,0.02,NA,NA,NA,NA,NA
"192","product","AC.0100.010","liquid","f.chemical","DTXSID4031930",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"193","product","AC.0100.010","liquid","f.chemical","DTXSID4031930",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"194","product","AC.0100.010","liquid","f.chemical","DTXSID4031930",3,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"195","product","AC.0100.010","liquid","f.chemical","DTXSID4031930",4,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"196","product","AC.0100.010","liquid","f.chemical","DTXSID4031930",5,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"197","product","AC.0100.010","liquid","f.chemical","DTXSID4031930",6,1,"uniform",0.5,0.6,NA,NA,NA,NA,NA
"198","product","AC.0100.010","liquid","f.chemical","DTXSID4034310",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"199","product","AC.0100.010","liquid","f.chemical","DTXSID4043721",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"200","product","AC.0100.010","liquid","f.chemical","DTXSID4043721",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"201","product","AC.0100.010","liquid","f.chemical","DTXSID50100544",1,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"202","product","AC.0100.010","liquid","f.chemical","DTXSID50100544",2,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"203","product","AC.0100.010","liquid","f.chemical","DTXSID50100544",3,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"204","product","AC.0100.010","liquid","f.chemical","DTXSID50100544",4,1,"uniform",0.07,0.13,NA,NA,NA,NA,NA
"205","product","AC.0100.010","liquid","f.chemical","DTXSID5020152",1,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"206","product","AC.0100.010","liquid","f.chemical","DTXSID5020152",2,1,"uniform",0.01,0.05,NA,NA,NA,NA,NA
"207","product","AC.0100.010","liquid","f.chemical","DTXSID5021758",1,1,"uniform",0.03,0.05,NA,NA,NA,NA,NA
"208","product","AC.0100.010","liquid","f.chemical","DTXSID5026386",1,1,"uniform",0.15,0.2,NA,NA,NA,NA,NA
"209","product","AC.0100.010","liquid","f.chemical","DTXSID5029639",1,1,"point",0.12,0,NA,NA,NA,NA,NA
"210","product","AC.0100.010","liquid","f.chemical","DTXSID5032109",1,1,"uniform",0.15,0.4,NA,NA,NA,NA,NA
"211","product","AC.0100.010","liquid","f.chemical","DTXSID5032109",2,1,"uniform",0.05,0.1,NA,NA,NA,NA,NA
"212","product","AC.0100.010","liquid","f.chemical","DTXSID50873988",1,1,"uniform",0.14,0.22,NA,NA,NA,NA,NA
"213","product","AC.0100.010","liquid","f.chemical","DTXSID50873988",2,1,"uniform",0.14,0.22,NA,NA,NA,NA,NA
"214","product","AC.0100.010","liquid","f.chemical","DTXSID50873988",3,1,"uniform",0.14,0.22,NA,NA,NA,NA,NA
"215","product","AC.0100.010","liquid","f.chemical","DTXSID50873988",4,1,"uniform",0.14,0.22,NA,NA,NA,NA,NA
"216","product","AC.0100.010","liquid","f.chemical","DTXSID6020359",1,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"217","product","AC.0100.010","liquid","f.chemical","DTXSID6020359",2,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"218","product","AC.0100.010","liquid","f.chemical","DTXSID6020359",3,1,"uniform",0,0.01,NA,NA,NA,NA,NA
"219","product","AC.0100.010","liquid","f.chemical","DTXSID6020359",4,1,"uniform",0,0.01,NA,NA,NA,NA,NA
